2007.8,97.733,98.233,98.933,101
2008,97.633,98.133,98.667,100.37
2008.2,98.467,98.967,99.433,100.87
2008.5,99.4,100.03,99.8,100.93
2008.8,98.733,99.2,100,101.07
2009,97.5,98.1,99.267,100.17
2009.2,97.5,98.067,99.333,100.33
2009.5,97.2,97.733,99.033,100
2009.8,96.7,97.533,98.867,99.967
2010,96.667,97.167,98.3,99.333
2010.2,96.767,97.067,98,99.033
2010.5,96.233,96.6,97.467,98.4
2010.8,96.433,96.733,97.633,98.667
2011,96.167,96.4,97.1,98
2011.2,96.4,96.867,97.267,98.133
2011.5,96.367,96.767,97.067,97.933
2011.8,96.133,96.567,96.867,97.633
2012,96.467,96.467,96.7,97.4
2012.2,96.533,96.833,96.9,97.667
2012.5,95.967,96.533,96.667,97.367
2012.8,95.9,96.467,96.433,97.133
2013,95.833,96.167,96,96.633
2013.2,96.267,96.833,96.533,97.267
2013.5,96.8,97.233,96.6,97.333
2013.8,97.3,97.533,96.9,97.6
2014,97.3,97.4,96.767,97.267
2014.2,99.733,100,99.133,99.467
2014.5,100.07,100.3,99.267,99.567
2014.8,99.767,100.17,99.433,99.667
2015,99.567,99.567,99.3,99.4
2015.2,100.27,100.23,99.967,100
2015.5,100.2,100.1,100.2,100.17
2015.8,99.967,100.07,100.5,100.4
2016,99.6,99.467,100.23,99.967
2016.2,99.933,99.833,100.7,100.57
2016.5,99.7,99.6,100.57,100.37
2016.8,100.3,99.8,100.7,100.5
2017,99.9,99.667,100.33,99.867
2017.2,100.3,100.2,100.73,100.33
2017.5,100.3,100.23,100.73,100.3
2017.8,100.9,100.67,101,100.57
2018,101.2,100.53,100.77,100.13
2018.2,100.93,100.97,101,100.43
